"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Albania","Electricity - net production","2012","Kilowatt-hours, million","4725",""
"Albania","Electricity - net production","2011","Kilowatt-hours, million","4158",""
"Albania","Electricity - net production","2010","Kilowatt-hours, million","7743.3",""
"Albania","Electricity - net production","2009","Kilowatt-hours, million","5230.49",""
"Albania","Electricity - net production","2008","Kilowatt-hours, million","3796.51",""
"Albania","Electricity - net production","2007","Kilowatt-hours, million","2898",""
"Albania","Electricity - net production","2006","Kilowatt-hours, million","5489",""
"Albania","Electricity - net production","2005","Kilowatt-hours, million","5426",""
"Albania","Electricity - net production","2004","Kilowatt-hours, million","5484",""
"Albania","Electricity - net production","2003","Kilowatt-hours, million","5190",""
"Albania","Electricity - net production","2002","Kilowatt-hours, million","3651",""
"Albania","Electricity - net production","2001","Kilowatt-hours, million","3663",""
"Albania","Electricity - net production","2000","Kilowatt-hours, million","4710",""
"Albania","Electricity - net production","1999","Kilowatt-hours, million","5283",""
"Albania","Electricity - net production","1998","Kilowatt-hours, million","5046",""
"Albania","Electricity - net production","1997","Kilowatt-hours, million","5145",""
"Albania","Electricity - net production","1996","Kilowatt-hours, million","5879",""
"Albania","Electricity - net production","1995","Kilowatt-hours, million","4382",""
"Albania","Electricity - net production","1994","Kilowatt-hours, million","3865",""
"Albania","Electricity - net production","1993","Kilowatt-hours, million","3314",""
"Albania","Electricity - net production","1992","Kilowatt-hours, million","3187",""
"Albania","Electricity - net production","1991","Kilowatt-hours, million","3582",""
"Albania","Electricity - net production","1990","Kilowatt-hours, million","3197",""
"Albania","Electricity - Consumption by households","2014","Kilowatt-hours, million","3500",""
"Albania","Electricity - Consumption by households","2013","Kilowatt-hours, million","3859.53",""
"Albania","Electricity - Consumption by households","2012","Kilowatt-hours, million","3052.33",""
"Albania","Electricity - Consumption by households","2011","Kilowatt-hours, million","2711.74",""
"Albania","Electricity - Consumption by households","2010","Kilowatt-hours, million","2587.44",""
"Albania","Electricity - Consumption by households","2009","Kilowatt-hours, million","2604.65",""
"Albania","Electricity - Consumption by households","2008","Kilowatt-hours, million","2325.58",""
"Albania","Electricity - Consumption by households","2007","Kilowatt-hours, million","1965.1","1"
"Albania","Electricity - Consumption by households","2006","Kilowatt-hours, million","1977",""
"Albania","Electricity - Consumption by households","2005","Kilowatt-hours, million","2733",""
"Albania","Electricity - Consumption by households","2004","Kilowatt-hours, million","2791",""
"Albania","Electricity - Consumption by households","2003","Kilowatt-hours, million","3011",""
"Albania","Electricity - Consumption by households","2002","Kilowatt-hours, million","3070",""
"Albania","Electricity - Consumption by households","2001","Kilowatt-hours, million","2405",""
"Albania","Electricity - Consumption by households","2000","Kilowatt-hours, million","2463",""
"Albania","Electricity - Consumption by households","1999","Kilowatt-hours, million","2221",""
"Albania","Electricity - Consumption by households","1998","Kilowatt-hours, million","1500",""
"Albania","Electricity - Consumption by households","1997","Kilowatt-hours, million","1105",""
"Albania","Electricity - Consumption by households","1996","Kilowatt-hours, million","1175",""
"Albania","Electricity - Consumption by households","1995","Kilowatt-hours, million","883",""
"Albania","Electricity - Consumption by households","1994","Kilowatt-hours, million","780",""
"Albania","Electricity - Consumption by households","1993","Kilowatt-hours, million","800","1"
"Albania","Electricity - Consumption by households","1992","Kilowatt-hours, million","479",""
"Albania","Electricity - Consumption by households","1991","Kilowatt-hours, million","312",""
"Albania","Electricity - Consumption by households","1990","Kilowatt-hours, million","300","1"
"Albania","Electricity - Gross demand","2014","Kilowatt-hours, million","7791.43",""
"Albania","Electricity - Gross demand","2013","Kilowatt-hours, million","9278.53",""
"Albania","Electricity - Gross demand","2012","Kilowatt-hours, million","7263",""
"Albania","Electricity - Gross demand","2011","Kilowatt-hours, million","7187.87",""
"Albania","Electricity - Gross demand","2010","Kilowatt-hours, million","6794.28",""
"Albania","Electricity - Gross demand","2009","Kilowatt-hours, million","6629.26",""
"Albania","Electricity - Gross demand","2008","Kilowatt-hours, million","6230.23",""
"Albania","Electricity - Gross demand","2007","Kilowatt-hours, million","5726",""
"Albania","Electricity - Gross demand","2006","Kilowatt-hours, million","6100",""
"Albania","Electricity - Gross demand","2005","Kilowatt-hours, million","5797",""
"Albania","Electricity - Gross demand","2004","Kilowatt-hours, million","5687",""
"Albania","Electricity - Gross demand","2003","Kilowatt-hours, million","6106",""
"Albania","Electricity - Gross demand","2002","Kilowatt-hours, million","5756",""
"Albania","Electricity - Gross demand","2001","Kilowatt-hours, million","5414",""
"Albania","Electricity - Gross demand","2000","Kilowatt-hours, million","5709",""
"Albania","Electricity - Gross demand","1999","Kilowatt-hours, million","5642",""
"Albania","Electricity - Gross demand","1998","Kilowatt-hours, million","5425",""
"Albania","Electricity - Gross demand","1997","Kilowatt-hours, million","5017",""
"Albania","Electricity - Gross demand","1996","Kilowatt-hours, million","5649",""
"Albania","Electricity - Gross demand","1995","Kilowatt-hours, million","4308",""
"Albania","Electricity - Gross demand","1994","Kilowatt-hours, million","3680",""
"Albania","Electricity - Gross demand","1993","Kilowatt-hours, million","3173",""
"Albania","Electricity - Gross demand","1992","Kilowatt-hours, million","2677",""
"Albania","Electricity - Gross demand","1991","Kilowatt-hours, million","2409",""
"Albania","Electricity - Gross demand","1990","Kilowatt-hours, million","3299",""
"Algeria","Electricity - net production","2014","Kilowatt-hours, million","57675",""
"Algeria","Electricity - net production","2013","Kilowatt-hours, million","55017",""
"Algeria","Electricity - net production","2012","Kilowatt-hours, million","52644",""
"Algeria","Electricity - net production","2011","Kilowatt-hours, million","46682",""
"Algeria","Electricity - net production","2010","Kilowatt-hours, million","43229",""
"Algeria","Electricity - net production","2009","Kilowatt-hours, million","36368",""
"Algeria","Electricity - net production","2008","Kilowatt-hours, million","37876",""
"Algeria","Electricity - net production","2007","Kilowatt-hours, million","34449",""
"Algeria","Electricity - net production","2006","Kilowatt-hours, million","32684",""
"Algeria","Electricity - net production","2005","Kilowatt-hours, million","31156",""
"Algeria","Electricity - net production","2004","Kilowatt-hours, million","29573",""
"Algeria","Electricity - net production","2003","Kilowatt-hours, million","27356",""
"Algeria","Electricity - net production","2002","Kilowatt-hours, million","25564",""
"Algeria","Electricity - net production","2001","Kilowatt-hours, million","24446",""
"Algeria","Electricity - net production","2000","Kilowatt-hours, million","23238",""
"Algeria","Electricity - net production","1999","Kilowatt-hours, million","22636",""
"Algeria","Electricity - net production","1998","Kilowatt-hours, million","21617",""
"Algeria","Electricity - net production","1997","Kilowatt-hours, million","20051",""
"Algeria","Electricity - net production","1996","Kilowatt-hours, million","19401",""
"Algeria","Electricity - net production","1995","Kilowatt-hours, million","18485",""
"Algeria","Electricity - net production","1994","Kilowatt-hours, million","18594",""
"Algeria","Electricity - net production","1993","Kilowatt-hours, million","18176",""
"Algeria","Electricity - net production","1992","Kilowatt-hours, million","17118",""
"Algeria","Electricity - net production","1991","Kilowatt-hours, million","16155",""
"Algeria","Electricity - net production","1990","Kilowatt-hours, million","14966",""
"Algeria","Electricity - Consumption by households","2014","Kilowatt-hours, million","17579",""
"Algeria","Electricity - Consumption by households","2013","Kilowatt-hours, million","17181",""
"Algeria","Electricity - Consumption by households","2012","Kilowatt-hours, million","14764",""
"Algeria","Electricity - Consumption by households","2011","Kilowatt-hours, million","12915",""
"Algeria","Electricity - Consumption by households","2010","Kilowatt-hours, million","11757",""
"Algeria","Electricity - Consumption by households","2009","Kilowatt-hours, million","10190",""
"Algeria","Electricity - Consumption by households","2008","Kilowatt-hours, million","19920",""
"Algeria","Electricity - Consumption by households","2007","Kilowatt-hours, million","17716",""
"Algeria","Electricity - Consumption by households","2006","Kilowatt-hours, million","16601",""
"Algeria","Electricity - Consumption by households","2005","Kilowatt-hours, million","15912",""
"Algeria","Electricity - Consumption by households","2004","Kilowatt-hours, million","14952",""
"Algeria","Electricity - Consumption by households","2003","Kilowatt-hours, million","14316",""
"Algeria","Electricity - Consumption by households","2002","Kilowatt-hours, million","12819",""
"Algeria","Electricity - Consumption by households","2001","Kilowatt-hours, million","12034",""
"Algeria","Electricity - Consumption by households","2000","Kilowatt-hours, million","11331",""
"Algeria","Electricity - Consumption by households","1999","Kilowatt-hours, million","10569",""
"Algeria","Electricity - Consumption by households","1998","Kilowatt-hours, million","9586",""
"Algeria","Electricity - Consumption by households","1997","Kilowatt-hours, million","8541",""
"Algeria","Electricity - Consumption by households","1996","Kilowatt-hours, million","8438",""
"Algeria","Electricity - Consumption by households","1995","Kilowatt-hours, million","7966",""
"Algeria","Electricity - Consumption by households","1994","Kilowatt-hours, million","7608",""
"Algeria","Electricity - Consumption by households","1993","Kilowatt-hours, million","7125",""
"Algeria","Electricity - Consumption by households","1992","Kilowatt-hours, million","7119",""
"Algeria","Electricity - Consumption by households","1991","Kilowatt-hours, million","6422",""
"Algeria","Electricity - Consumption by households","1990","Kilowatt-hours, million","6056",""
"Algeria","Electricity - Gross demand","2014","Kilowatt-hours, million","57484",""
"Algeria","Electricity - Gross demand","2013","Kilowatt-hours, million","54928",""
"Algeria","Electricity - Gross demand","2012","Kilowatt-hours, million","52595",""
"Algeria","Electricity - Gross demand","2011","Kilowatt-hours, million","46540",""
"Algeria","Electricity - Gross demand","2010","Kilowatt-hours, million","43162",""
"Algeria","Electricity - Gross demand","2009","Kilowatt-hours, million","36336",""
"Algeria","Electricity - Gross demand","2008","Kilowatt-hours, million","37827",""
"Algeria","Electricity - Gross demand","2007","Kilowatt-hours, million","34455",""
"Algeria","Electricity - Gross demand","2006","Kilowatt-hours, million","32766",""
"Algeria","Electricity - Gross demand","2005","Kilowatt-hours, million","31129",""
"Algeria","Electricity - Gross demand","2004","Kilowatt-hours, million","29587",""
"Algeria","Electricity - Gross demand","2003","Kilowatt-hours, million","27367",""
"Algeria","Electricity - Gross demand","2002","Kilowatt-hours, million","25542",""
"Algeria","Electricity - Gross demand","2001","Kilowatt-hours, million","24460",""
"Algeria","Electricity - Gross demand","2000","Kilowatt-hours, million","23142",""
"Algeria","Electricity - Gross demand","1999","Kilowatt-hours, million","22601",""
"Algeria","Electricity - Gross demand","1998","Kilowatt-hours, million","21610",""
"Algeria","Electricity - Gross demand","1997","Kilowatt-hours, million","20051",""
"Algeria","Electricity - Gross demand","1996","Kilowatt-hours, million","19259",""
"Algeria","Electricity - Gross demand","1995","Kilowatt-hours, million","18212",""
"Algeria","Electricity - Gross demand","1994","Kilowatt-hours, million","17470",""
"Algeria","Electricity - Gross demand","1993","Kilowatt-hours, million","16935",""
"Algeria","Electricity - Gross demand","1992","Kilowatt-hours, million","16190",""
"Algeria","Electricity - Gross demand","1991","Kilowatt-hours, million","15494",""
"Algeria","Electricity - Gross demand","1990","Kilowatt-hours, million","14868",""
"American Samoa","Electricity - net production","2014","Kilowatt-hours, million","147.364",""
"American Samoa","Electricity - net production","2013","Kilowatt-hours, million","149.479",""
"American Samoa","Electricity - net production","2012","Kilowatt-hours, million","148.9",""
"American Samoa","Electricity - net production","2011","Kilowatt-hours, million","148.4",""
"American Samoa","Electricity - net production","2010","Kilowatt-hours, million","154",""
"American Samoa","Electricity - net production","2009","Kilowatt-hours, million","171.5",""
"American Samoa","Electricity - net production","2008","Kilowatt-hours, million","181.5",""
"American Samoa","Electricity - net production","2007","Kilowatt-hours, million","177.9",""
"American Samoa","Electricity - net production","2006","Kilowatt-hours, million","181.3",""
"American Samoa","Electricity - net production","2005","Kilowatt-hours, million","181.7",""
"American Samoa","Electricity - net production","2004","Kilowatt-hours, million","181.1",""
"American Samoa","Electricity - net production","2003","Kilowatt-hours, million","180.5",""
"American Samoa","Electricity - net production","2002","Kilowatt-hours, million","170",""
"American Samoa","Electricity - net production","2001","Kilowatt-hours, million","162",""
"American Samoa","Electricity - net production","2000","Kilowatt-hours, million","161",""
"American Samoa","Electricity - net production","1999","Kilowatt-hours, million","154",""
"American Samoa","Electricity - net production","1998","Kilowatt-hours, million","148",""
"American Samoa","Electricity - net production","1997","Kilowatt-hours, million","141",""
"American Samoa","Electricity - net production","1996","Kilowatt-hours, million","134",""
"American Samoa","Electricity - net production","1995","Kilowatt-hours, million","130",""
"American Samoa","Electricity - net production","1994","Kilowatt-hours, million","125",""
"American Samoa","Electricity - net production","1993","Kilowatt-hours, million","119",""
"American Samoa","Electricity - net production","1992","Kilowatt-hours, million","106",""
"American Samoa","Electricity - net production","1991","Kilowatt-hours, million","106",""
"American Samoa","Electricity - net production","1990","Kilowatt-hours, million","98",""
"American Samoa","Electricity - Consumption by households","2014","Kilowatt-hours, million","40.313",""
"American Samoa","Electricity - Consumption by households","2013","Kilowatt-hours, million","40.546",""
"American Samoa","Electricity - Consumption by households","2012","Kilowatt-hours, million","39.9",""
"American Samoa","Electricity - Consumption by households","2011","Kilowatt-hours, million","41.8",""
"American Samoa","Electricity - Consumption by households","2010","Kilowatt-hours, million","45.3",""
"American Samoa","Electricity - Consumption by households","2009","Kilowatt-hours, million","42.7",""
"American Samoa","Electricity - Consumption by households","2008","Kilowatt-hours, million","45",""
"American Samoa","Electricity - Consumption by households","2007","Kilowatt-hours, million","47",""
"American Samoa","Electricity - Consumption by households","2006","Kilowatt-hours, million","47.9",""
"American Samoa","Electricity - Consumption by households","2005","Kilowatt-hours, million","48.3",""
"American Samoa","Electricity - Consumption by households","2004","Kilowatt-hours, million","46.2",""
"American Samoa","Electricity - Consumption by households","2003","Kilowatt-hours, million","45.3",""
"American Samoa","Electricity - Consumption by households","2002","Kilowatt-hours, million","42.6",""
"American Samoa","Electricity - Consumption by households","2001","Kilowatt-hours, million","40",""
"American Samoa","Electricity - Consumption by households","2000","Kilowatt-hours, million","40","1"
"American Samoa","Electricity - Consumption by households","1999","Kilowatt-hours, million","39","1"
"American Samoa","Electricity - Consumption by households","1998","Kilowatt-hours, million","38","1"
"American Samoa","Electricity - Consumption by households","1997","Kilowatt-hours, million","37","1"
"American Samoa","Electricity - Consumption by households","1996","Kilowatt-hours, million","35","1"
"American Samoa","Electricity - Consumption by households","1995","Kilowatt-hours, million","34","1"
"American Samoa","Electricity - Consumption by households","1994","Kilowatt-hours, million","30","1"
"American Samoa","Electricity - Consumption by households","1993","Kilowatt-hours, million","29",""
"American Samoa","Electricity - Consumption by households","1992","Kilowatt-hours, million","26",""
"American Samoa","Electricity - Consumption by households","1991","Kilowatt-hours, million","28",""
"American Samoa","Electricity - Consumption by households","1990","Kilowatt-hours, million","24",""
"American Samoa","Electricity - Gross demand","2014","Kilowatt-hours, million","147.364",""
"American Samoa","Electricity - Gross demand","2013","Kilowatt-hours, million","149.479",""
"American Samoa","Electricity - Gross demand","2012","Kilowatt-hours, million","148.9",""
"American Samoa","Electricity - Gross demand","2011","Kilowatt-hours, million","148.4",""
"American Samoa","Electricity - Gross demand","2010","Kilowatt-hours, million","154",""
"American Samoa","Electricity - Gross demand","2009","Kilowatt-hours, million","171.5",""
"American Samoa","Electricity - Gross demand","2008","Kilowatt-hours, million","181.5",""
"American Samoa","Electricity - Gross demand","2007","Kilowatt-hours, million","177.9",""
"American Samoa","Electricity - Gross demand","2006","Kilowatt-hours, million","181.3",""
"American Samoa","Electricity - Gross demand","2005","Kilowatt-hours, million","181.7",""
"American Samoa","Electricity - Gross demand","2004","Kilowatt-hours, million","181.1",""
"American Samoa","Electricity - Gross demand","2003","Kilowatt-hours, million","180.5",""
"American Samoa","Electricity - Gross demand","2002","Kilowatt-hours, million","170",""
"American Samoa","Electricity - Gross demand","2001","Kilowatt-hours, million","162",""
"American Samoa","Electricity - Gross demand","2000","Kilowatt-hours, million","161",""
"American Samoa","Electricity - Gross demand","1999","Kilowatt-hours, million","154",""
"American Samoa","Electricity - Gross demand","1998","Kilowatt-hours, million","148",""
"American Samoa","Electricity - Gross demand","1997","Kilowatt-hours, million","141",""
"American Samoa","Electricity - Gross demand","1996","Kilowatt-hours, million","134",""
"American Samoa","Electricity - Gross demand","1995","Kilowatt-hours, million","130",""
"American Samoa","Electricity - Gross demand","1994","Kilowatt-hours, million","125",""
"American Samoa","Electricity - Gross demand","1993","Kilowatt-hours, million","119",""
"American Samoa","Electricity - Gross demand","1992","Kilowatt-hours, million","106",""
"American Samoa","Electricity - Gross demand","1991","Kilowatt-hours, million","106",""
"American Samoa","Electricity - Gross demand","1990","Kilowatt-hours, million","98",""
"Andorra","Electricity - net production","2014","Kilowatt-hours, million","126.8",""
"Andorra","Electricity - net production","2013","Kilowatt-hours, million","114.7",""
"Andorra","Electricity - net production","2012","Kilowatt-hours, million","87.9",""
"Andorra","Electricity - net production","2011","Kilowatt-hours, million","91.2",""
"Andorra","Electricity - net production","2010","Kilowatt-hours, million","112.8",""
"Andorra","Electricity - net production","2009","Kilowatt-hours, million","81",""
"Andorra","Electricity - net production","2008","Kilowatt-hours, million","78.7",""
"Andorra","Electricity - net production","2007","Kilowatt-hours, million","76",""
"Andorra","Electricity - net production","2006","Kilowatt-hours, million","74",""
"Andorra","Electricity - net production","2005","Kilowatt-hours, million","85",""
"Andorra","Electricity - net production","2004","Kilowatt-hours, million","94",""
"Andorra","Electricity - net production","2003","Kilowatt-hours, million","80",""
"Andorra","Electricity - net production","2002","Kilowatt-hours, million","80",""
"Andorra","Electricity - net production","2001","Kilowatt-hours, million","80",""
"Andorra","Electricity - net production","2000","Kilowatt-hours, million","80",""
"Andorra","Electricity - net production","1999","Kilowatt-hours, million","80",""
"Andorra","Electricity - net production","1998","Kilowatt-hours, million","90",""
"Andorra","Electricity - net production","1997","Kilowatt-hours, million","100",""
"Andorra","Electricity - net production","1996","Kilowatt-hours, million","110",""
"Andorra","Electricity - net production","1995","Kilowatt-hours, million","124",""
"Andorra","Electricity - net production","1994","Kilowatt-hours, million","120","1"
"Andorra","Electricity - net production","1993","Kilowatt-hours, million","120","1"
"Andorra","Electricity - net production","1992","Kilowatt-hours, million","120","1"
"Andorra","Electricity - net production","1991","Kilowatt-hours, million","120","1"
"Andorra","Electricity - net production","1990","Kilowatt-hours, million","120","1"
"Andorra","Electricity - Consumption by households","2014","Kilowatt-hours, million","93.012",""
"Andorra","Electricity - Consumption by households","2013","Kilowatt-hours, million","94.743",""
"Andorra","Electricity - Consumption by households","2012","Kilowatt-hours, million","92.249",""
"Andorra","Electricity - Consumption by households","2011","Kilowatt-hours, million","89.485",""
"Andorra","Electricity - Consumption by households","2010","Kilowatt-hours, million","96.419",""
"Andorra","Electricity - Consumption by households","2009","Kilowatt-hours, million","90.97",""
"Andorra","Electricity - Consumption by households","2008","Kilowatt-hours, million","91.9",""
"Andorra","Electricity - Consumption by households","2007","Kilowatt-hours, million","86.9",""
"Andorra","Electricity - Consumption by households","2006","Kilowatt-hours, million","84.8",""
"Andorra","Electricity - Consumption by households","2005","Kilowatt-hours, million","84.2",""
"Andorra","Electricity - Consumption by households","2004","Kilowatt-hours, million","83.6",""
"Andorra","Electricity - Consumption by households","2003","Kilowatt-hours, million","78.9",""
"Andorra","Electricity - Consumption by households","2002","Kilowatt-hours, million","76.7",""
"Andorra","Electricity - Consumption by households","2001","Kilowatt-hours, million","70",""
"Andorra","Electricity - Consumption by households","2000","Kilowatt-hours, million","69.1",""
"Andorra","Electricity - Consumption by households","1999","Kilowatt-hours, million","67.8",""
"Andorra","Electricity - Consumption by households","1998","Kilowatt-hours, million","65.4",""
"Andorra","Electricity - Consumption by households","1997","Kilowatt-hours, million","62.2",""
"Andorra","Electricity - Consumption by households","1996","Kilowatt-hours, million","62.5",""
"Andorra","Electricity - Consumption by households","1995","Kilowatt-hours, million","59.9",""
"Andorra","Electricity - Consumption by households","1994","Kilowatt-hours, million","58.5",""
"Andorra","Electricity - Consumption by households","1993","Kilowatt-hours, million","60.2",""
"Andorra","Electricity - Consumption by households","1992","Kilowatt-hours, million","60","1"
"Andorra","Electricity - Consumption by households","1991","Kilowatt-hours, million","60","1"
"Andorra","Electricity - Consumption by households","1990","Kilowatt-hours, million","60","1"
"Andorra","Electricity - Gross demand","2014","Kilowatt-hours, million","542",""
"Andorra","Electricity - Gross demand","2013","Kilowatt-hours, million","550",""
"Andorra","Electricity - Gross demand","2012","Kilowatt-hours, million","561.8",""
"Andorra","Electricity - Gross demand","2011","Kilowatt-hours, million","557.4",""
"Andorra","Electricity - Gross demand","2010","Kilowatt-hours, million","584.1",""
"Andorra","Electricity - Gross demand","2009","Kilowatt-hours, million","587.2","1"
"Andorra","Electricity - Gross demand","2008","Kilowatt-hours, million","590.8",""
"Andorra","Electricity - Gross demand","2007","Kilowatt-hours, million","576.7",""
"Andorra","Electricity - Gross demand","2006","Kilowatt-hours, million","555.6",""
"Andorra","Electricity - Gross demand","2005","Kilowatt-hours, million","535.6",""
"Andorra","Electricity - Gross demand","2004","Kilowatt-hours, million","525.5",""
"Andorra","Electricity - Gross demand","2003","Kilowatt-hours, million","492.4","1"
"Andorra","Electricity - Gross demand","2002","Kilowatt-hours, million","463.3","1"
"Andorra","Electricity - Gross demand","2001","Kilowatt-hours, million","439.7","1"
"Andorra","Electricity - Gross demand","2000","Kilowatt-hours, million","412.6","1"
"Andorra","Electricity - Gross demand","1999","Kilowatt-hours, million","393.5","1"
"Andorra","Electricity - Gross demand","1998","Kilowatt-hours, million","370","1"
"Andorra","Electricity - Gross demand","1997","Kilowatt-hours, million","350","1"
"Andorra","Electricity - Gross demand","1996","Kilowatt-hours, million","335","1"
"Andorra","Electricity - Gross demand","1995","Kilowatt-hours, million","324","1"
"Andorra","Electricity - Gross demand","1994","Kilowatt-hours, million","312","1"
"Andorra","Electricity - Gross demand","1993","Kilowatt-hours, million","304","1"
"Andorra","Electricity - Gross demand","1992","Kilowatt-hours, million","310","1"
"Andorra","Electricity - Gross demand","1991","Kilowatt-hours, million","310","1"
"Andorra","Electricity - Gross demand","1990","Kilowatt-hours, million","310","1"
"Angola","Electricity - net production","2014","Kilowatt-hours, million","9246",""
"Angola","Electricity - net production","2013","Kilowatt-hours, million","8013",""
"Angola","Electricity - net production","2012","Kilowatt-hours, million","6051",""
