"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Angola","Electricity - Consumption by households","2008","Kilowatt-hours, million","2410",""
"Angola","Electricity - Consumption by households","2007","Kilowatt-hours, million","1795",""
"Angola","Electricity - Consumption by households","2006","Kilowatt-hours, million","1879",""
"Angola","Electricity - Consumption by households","2005","Kilowatt-hours, million","1450",""
"Angola","Electricity - Consumption by households","2004","Kilowatt-hours, million","1234",""
"Angola","Electricity - Consumption by households","2003","Kilowatt-hours, million","1100",""
"Angola","Electricity - Consumption by households","2002","Kilowatt-hours, million","971",""
"Angola","Electricity - Consumption by households","2001","Kilowatt-hours, million","902",""
"Angola","Electricity - Consumption by households","2000","Kilowatt-hours, million","795",""
"Angola","Electricity - Consumption by households","1999","Kilowatt-hours, million","735",""
"Angola","Electricity - Consumption by households","1998","Kilowatt-hours, million","725",""
"Angola","Electricity - Consumption by households","1997","Kilowatt-hours, million","664",""
"Angola","Electricity - Consumption by households","1996","Kilowatt-hours, million","474",""
"Angola","Electricity - Consumption by households","1995","Kilowatt-hours, million","443",""
"Angola","Electricity - Consumption by households","1994","Kilowatt-hours, million","441",""
"Angola","Electricity - Consumption by households","1993","Kilowatt-hours, million","439",""
"Angola","Electricity - Consumption by households","1992","Kilowatt-hours, million","437","1"
"Angola","Electricity - Consumption by households","1991","Kilowatt-hours, million","426","1"
"Angola","Electricity - Consumption by households","1990","Kilowatt-hours, million","389","1"
"Anguilla","Electricity - Consumption by households","2014","Kilowatt-hours, million","22.6","1"
"Anguilla","Electricity - Consumption by households","2013","Kilowatt-hours, million","22.5","1"
"Anguilla","Electricity - Consumption by households","2012","Kilowatt-hours, million","23","1"
"Anguilla","Electricity - Consumption by households","2011","Kilowatt-hours, million","24.3","1"
"Anguilla","Electricity - Consumption by households","2010","Kilowatt-hours, million","25.3","1"
"Anguilla","Electricity - Consumption by households","2009","Kilowatt-hours, million","23.2","1"
"Anguilla","Electricity - Consumption by households","2008","Kilowatt-hours, million","22.9","1"
"Anguilla","Electricity - Consumption by households","2007","Kilowatt-hours, million","22.9","1"
"Anguilla","Electricity - Consumption by households","2006","Kilowatt-hours, million","20.5",""
"Anguilla","Electricity - Consumption by households","2005","Kilowatt-hours, million","17.8",""
"Anguilla","Electricity - Consumption by households","2004","Kilowatt-hours, million","16.2",""
"Anguilla","Electricity - Consumption by households","2003","Kilowatt-hours, million","14.8",""
"Anguilla","Electricity - Consumption by households","2002","Kilowatt-hours, million","14.1",""
"Anguilla","Electricity - Consumption by households","2001","Kilowatt-hours, million","12.2",""
"Anguilla","Electricity - Consumption by households","2000","Kilowatt-hours, million","12",""
"Anguilla","Electricity - Consumption by households","1999","Kilowatt-hours, million","11",""
"Anguilla","Electricity - Consumption by households","1998","Kilowatt-hours, million","8.7",""
"Anguilla","Electricity - Consumption by households","1997","Kilowatt-hours, million","8.1",""
"Anguilla","Electricity - Consumption by households","1996","Kilowatt-hours, million","7.1","1"
"Anguilla","Electricity - Consumption by households","1995","Kilowatt-hours, million","6.4","1"
"Anguilla","Electricity - Consumption by households","1994","Kilowatt-hours, million","7.5","1"
"Anguilla","Electricity - Consumption by households","1993","Kilowatt-hours, million","7.8","1"
"Anguilla","Electricity - Consumption by households","1992","Kilowatt-hours, million","5.6","1"
"Anguilla","Electricity - Consumption by households","1991","Kilowatt-hours, million","4.2","1"
"Anguilla","Electricity - Consumption by households","1990","Kilowatt-hours, million","4.8","1"
"Antigua and Barbuda","Electricity - Consumption by households","2014","Kilowatt-hours, million","95","1"
"Antigua and Barbuda","Electricity - Consumption by households","2013","Kilowatt-hours, million","94","1"
"Antigua and Barbuda","Electricity - Consumption by households","2012","Kilowatt-hours, million","93","1"
"Antigua and Barbuda","Electricity - Consumption by households","2011","Kilowatt-hours, million","92","1"
"Antigua and Barbuda","Electricity - Consumption by households","2010","Kilowatt-hours, million","90","1"
"Antigua and Barbuda","Electricity - Consumption by households","2009","Kilowatt-hours, million","88",""
"Antigua and Barbuda","Electricity - Consumption by households","2008","Kilowatt-hours, million","84","1"
"Antigua and Barbuda","Electricity - Consumption by households","2007","Kilowatt-hours, million","80","1"
"Antigua and Barbuda","Electricity - Consumption by households","2006","Kilowatt-hours, million","74","1"
"Antigua and Barbuda","Electricity - Consumption by households","2005","Kilowatt-hours, million","70","1"
"Antigua and Barbuda","Electricity - Consumption by households","2004","Kilowatt-hours, million","63","1"
"Antigua and Barbuda","Electricity - Consumption by households","2003","Kilowatt-hours, million","60","1"
"Antigua and Barbuda","Electricity - Consumption by households","2002","Kilowatt-hours, million","55","1"
"Antigua and Barbuda","Electricity - Consumption by households","2001","Kilowatt-hours, million","50","1"
"Antigua and Barbuda","Electricity - Consumption by households","2000","Kilowatt-hours, million","46","1"
"Antigua and Barbuda","Electricity - Consumption by households","1999","Kilowatt-hours, million","42","1"
"Antigua and Barbuda","Electricity - Consumption by households","1998","Kilowatt-hours, million","38","1"
"Antigua and Barbuda","Electricity - Consumption by households","1997","Kilowatt-hours, million","34","1"
"Antigua and Barbuda","Electricity - Consumption by households","1996","Kilowatt-hours, million","30","1"
"Antigua and Barbuda","Electricity - Consumption by households","1995","Kilowatt-hours, million","26","1"
"Antigua and Barbuda","Electricity - Consumption by households","1994","Kilowatt-hours, million","26","1"
"Antigua and Barbuda","Electricity - Consumption by households","1993","Kilowatt-hours, million","25","1"
"Antigua and Barbuda","Electricity - Consumption by households","1992","Kilowatt-hours, million","25","1"
"Antigua and Barbuda","Electricity - Consumption by households","1991","Kilowatt-hours, million","25","1"
"Antigua and Barbuda","Electricity - Consumption by households","1990","Kilowatt-hours, million","23","1"
"Argentina","Electricity - Consumption by households","2014","Kilowatt-hours, million","43880",""
"Argentina","Electricity - Consumption by households","2013","Kilowatt-hours, million","40006",""
"Argentina","Electricity - Consumption by households","2012","Kilowatt-hours, million","38605",""
"Argentina","Electricity - Consumption by households","2011","Kilowatt-hours, million","36257",""
"Argentina","Electricity - Consumption by households","2010","Kilowatt-hours, million","34241",""
"Argentina","Electricity - Consumption by households","2009","Kilowatt-hours, million","32331",""
"Argentina","Electricity - Consumption by households","2008","Kilowatt-hours, million","31367",""
"Argentina","Electricity - Consumption by households","2007","Kilowatt-hours, million","28552",""
"Argentina","Electricity - Consumption by households","2006","Kilowatt-hours, million","26503",""
"Argentina","Electricity - Consumption by households","2005","Kilowatt-hours, million","24301",""
"Argentina","Electricity - Consumption by households","2004","Kilowatt-hours, million","22510",""
"Argentina","Electricity - Consumption by households","2003","Kilowatt-hours, million","21573",""
"Argentina","Electricity - Consumption by households","2002","Kilowatt-hours, million","21242",""
"Argentina","Electricity - Consumption by households","2001","Kilowatt-hours, million","22114",""
"Argentina","Electricity - Consumption by households","2000","Kilowatt-hours, million","21493",""
"Argentina","Electricity - Consumption by households","1999","Kilowatt-hours, million","20792",""
"Argentina","Electricity - Consumption by households","1998","Kilowatt-hours, million","19176",""
"Argentina","Electricity - Consumption by households","1997","Kilowatt-hours, million","18514",""
"Argentina","Electricity - Consumption by households","1996","Kilowatt-hours, million","17629",""
"Argentina","Electricity - Consumption by households","1995","Kilowatt-hours, million","17088",""
"Argentina","Electricity - Consumption by households","1994","Kilowatt-hours, million","15916",""
"Argentina","Electricity - Consumption by households","1993","Kilowatt-hours, million","14684",""
"Argentina","Electricity - Consumption by households","1992","Kilowatt-hours, million","13022",""
"Argentina","Electricity - Consumption by households","1991","Kilowatt-hours, million","11534",""
"Argentina","Electricity - Consumption by households","1990","Kilowatt-hours, million","11265",""
"Armenia","Electricity - Consumption by households","2014","Kilowatt-hours, million","2008",""
"Armenia","Electricity - Consumption by households","2013","Kilowatt-hours, million","2029",""
"Armenia","Electricity - Consumption by households","2012","Kilowatt-hours, million","1990",""
"Armenia","Electricity - Consumption by households","2011","Kilowatt-hours, million","1913",""
"Armenia","Electricity - Consumption by households","2010","Kilowatt-hours, million","1749",""
"Armenia","Electricity - Consumption by households","2009","Kilowatt-hours, million","1717",""
"Armenia","Electricity - Consumption by households","2008","Kilowatt-hours, million","1792",""
"Armenia","Electricity - Consumption by households","2007","Kilowatt-hours, million","1767",""
"Armenia","Electricity - Consumption by households","2006","Kilowatt-hours, million","1708",""
"Armenia","Electricity - Consumption by households","2005","Kilowatt-hours, million","1691",""
"Armenia","Electricity - Consumption by households","2004","Kilowatt-hours, million","1644",""
"Armenia","Electricity - Consumption by households","2003","Kilowatt-hours, million","1601",""
"Armenia","Electricity - Consumption by households","2002","Kilowatt-hours, million","1496",""
"Armenia","Electricity - Consumption by households","2001","Kilowatt-hours, million","1477",""
"Armenia","Electricity - Consumption by households","2000","Kilowatt-hours, million","1558",""
"Armenia","Electricity - Consumption by households","1999","Kilowatt-hours, million","1618",""
"Armenia","Electricity - Consumption by households","1998","Kilowatt-hours, million","1764",""
"Armenia","Electricity - Consumption by households","1997","Kilowatt-hours, million","2431",""
"Armenia","Electricity - Consumption by households","1996","Kilowatt-hours, million","1084",""
"Armenia","Electricity - Consumption by households","1995","Kilowatt-hours, million","641",""
"Armenia","Electricity - Consumption by households","1994","Kilowatt-hours, million","970",""
"Armenia","Electricity - Consumption by households","1993","Kilowatt-hours, million","1357",""
"Armenia","Electricity - Consumption by households","1992","Kilowatt-hours, million","285",""
"Aruba","Electricity - Consumption by households","2014","Kilowatt-hours, million","289.7","1"
"Aruba","Electricity - Consumption by households","2013","Kilowatt-hours, million","289.9","1"
"Aruba","Electricity - Consumption by households","2012","Kilowatt-hours, million","285","1"
"Aruba","Electricity - Consumption by households","2011","Kilowatt-hours, million","283","1"
"Aruba","Electricity - Consumption by households","2010","Kilowatt-hours, million","293","1"
"Aruba","Electricity - Consumption by households","2009","Kilowatt-hours, million","284","1"
"Aruba","Electricity - Consumption by households","2008","Kilowatt-hours, million","278.2",""
"Aruba","Electricity - Consumption by households","2007","Kilowatt-hours, million","292.3",""
"Aruba","Electricity - Consumption by households","2006","Kilowatt-hours, million","292.5",""
"Aruba","Electricity - Consumption by households","2005","Kilowatt-hours, million","298.5",""
"Aruba","Electricity - Consumption by households","2004","Kilowatt-hours, million","282.3",""
"Aruba","Electricity - Consumption by households","2003","Kilowatt-hours, million","270.2",""
"Aruba","Electricity - Consumption by households","2002","Kilowatt-hours, million","260","1"
"Aruba","Electricity - Consumption by households","2001","Kilowatt-hours, million","270","1"
"Aruba","Electricity - Consumption by households","2000","Kilowatt-hours, million","250","1"
"Aruba","Electricity - Consumption by households","1999","Kilowatt-hours, million","227.7","1"
"Aruba","Electricity - Consumption by households","1998","Kilowatt-hours, million","129","1"
"Aruba","Electricity - Consumption by households","1997","Kilowatt-hours, million","93",""
"Aruba","Electricity - Consumption by households","1996","Kilowatt-hours, million","91",""
"Aruba","Electricity - Consumption by households","1995","Kilowatt-hours, million","90",""
"Australia","Electricity - Consumption by households","2014","Kilowatt-hours, million","58031",""
"Australia","Electricity - Consumption by households","2013","Kilowatt-hours, million","60538",""
"Australia","Electricity - Consumption by households","2012","Kilowatt-hours, million","61472",""
"Australia","Electricity - Consumption by households","2011","Kilowatt-hours, million","62537",""
"Australia","Electricity - Consumption by households","2010","Kilowatt-hours, million","60656",""
"Australia","Electricity - Consumption by households","2009","Kilowatt-hours, million","60059",""
"Australia","Electricity - Consumption by households","2008","Kilowatt-hours, million","58088",""
"Australia","Electricity - Consumption by households","2007","Kilowatt-hours, million","57381",""
"Australia","Electricity - Consumption by households","2006","Kilowatt-hours, million","55673",""
"Australia","Electricity - Consumption by households","2005","Kilowatt-hours, million","54844",""
"Australia","Electricity - Consumption by households","2004","Kilowatt-hours, million","55522",""
"Australia","Electricity - Consumption by households","2003","Kilowatt-hours, million","53458",""
"Australia","Electricity - Consumption by households","2002","Kilowatt-hours, million","51250",""
"Australia","Electricity - Consumption by households","2001","Kilowatt-hours, million","49597",""
"Australia","Electricity - Consumption by households","2000","Kilowatt-hours, million","48764",""
"Australia","Electricity - Consumption by households","1999","Kilowatt-hours, million","47319",""
"Australia","Electricity - Consumption by households","1998","Kilowatt-hours, million","46184",""
"Australia","Electricity - Consumption by households","1997","Kilowatt-hours, million","44776",""
"Australia","Electricity - Consumption by households","1996","Kilowatt-hours, million","43203",""
"Australia","Electricity - Consumption by households","1995","Kilowatt-hours, million","42163",""
"Australia","Electricity - Consumption by households","1994","Kilowatt-hours, million","40562",""
"Australia","Electricity - Consumption by households","1993","Kilowatt-hours, million","40642",""
"Australia","Electricity - Consumption by households","1992","Kilowatt-hours, million","39318",""
"Australia","Electricity - Consumption by households","1991","Kilowatt-hours, million","39249",""
"Australia","Electricity - Consumption by households","1990","Kilowatt-hours, million","38542",""
"Austria","Electricity - Consumption by households","2014","Kilowatt-hours, million","17439",""
"Austria","Electricity - Consumption by households","2013","Kilowatt-hours, million","17319",""
"Austria","Electricity - Consumption by households","2012","Kilowatt-hours, million","18123",""
"Austria","Electricity - Consumption by households","2011","Kilowatt-hours, million","17896",""
"Austria","Electricity - Consumption by households","2010","Kilowatt-hours, million","18296",""
"Austria","Electricity - Consumption by households","2009","Kilowatt-hours, million","17786",""
"Austria","Electricity - Consumption by households","2008","Kilowatt-hours, million","17543",""
"Austria","Electricity - Consumption by households","2007","Kilowatt-hours, million","17301",""
"Austria","Electricity - Consumption by households","2006","Kilowatt-hours, million","17471",""
"Austria","Electricity - Consumption by households","2005","Kilowatt-hours, million","17489",""
"Austria","Electricity - Consumption by households","2004","Kilowatt-hours, million","17119",""
"Austria","Electricity - Consumption by households","2003","Kilowatt-hours, million","17275",""
"Austria","Electricity - Consumption by households","2002","Kilowatt-hours, million","16730",""
"Austria","Electricity - Consumption by households","2001","Kilowatt-hours, million","16209",""
"Austria","Electricity - Consumption by households","2000","Kilowatt-hours, million","14962",""
"Austria","Electricity - Consumption by households","1999","Kilowatt-hours, million","14626",""
"Austria","Electricity - Consumption by households","1998","Kilowatt-hours, million","13946",""
"Austria","Electricity - Consumption by households","1997","Kilowatt-hours, million","13884",""
"Austria","Electricity - Consumption by households","1996","Kilowatt-hours, million","14199",""
"Austria","Electricity - Consumption by households","1995","Kilowatt-hours, million","13591",""
"Austria","Electricity - Consumption by households","1994","Kilowatt-hours, million","12979",""
"Austria","Electricity - Consumption by households","1993","Kilowatt-hours, million","13141",""
"Austria","Electricity - Consumption by households","1992","Kilowatt-hours, million","12772",""
"Austria","Electricity - Consumption by households","1991","Kilowatt-hours, million","12603",""
"Austria","Electricity - Consumption by households","1990","Kilowatt-hours, million","11878",""
"Azerbaijan","Electricity - Consumption by households","2014","Kilowatt-hours, million","7292",""
"Azerbaijan","Electricity - Consumption by households","2013","Kilowatt-hours, million","6716",""
"Azerbaijan","Electricity - Consumption by households","2012","Kilowatt-hours, million","6501",""
"Azerbaijan","Electricity - Consumption by households","2011","Kilowatt-hours, million","5917",""
"Azerbaijan","Electricity - Consumption by households","2010","Kilowatt-hours, million","5755",""
"Azerbaijan","Electricity - Consumption by households","2009","Kilowatt-hours, million","5847",""
"Azerbaijan","Electricity - Consumption by households","2008","Kilowatt-hours, million","7444",""
"Azerbaijan","Electricity - Consumption by households","2007","Kilowatt-hours, million","8334",""
"Azerbaijan","Electricity - Consumption by households","2006","Kilowatt-hours, million","13795",""
"Azerbaijan","Electricity - Consumption by households","2005","Kilowatt-hours, million","12253",""
"Azerbaijan","Electricity - Consumption by households","2004","Kilowatt-hours, million","11904",""
"Azerbaijan","Electricity - Consumption by households","2003","Kilowatt-hours, million","12079",""
"Azerbaijan","Electricity - Consumption by households","2002","Kilowatt-hours, million","10407",""
"Azerbaijan","Electricity - Consumption by households","2001","Kilowatt-hours, million","10172",""
"Azerbaijan","Electricity - Consumption by households","2000","Kilowatt-hours, million","9902",""
"Azerbaijan","Electricity - Consumption by households","1999","Kilowatt-hours, million","9872",""
"Azerbaijan","Electricity - Consumption by households","1998","Kilowatt-hours, million","7909",""
"Azerbaijan","Electricity - Consumption by households","1997","Kilowatt-hours, million","360",""
"Azerbaijan","Electricity - Consumption by households","1996","Kilowatt-hours, million","0",""
"Azerbaijan","Electricity - Consumption by households","1995","Kilowatt-hours, million","2862",""
"Azerbaijan","Electricity - Consumption by households","1994","Kilowatt-hours, million","2660",""
"Azerbaijan","Electricity - Consumption by households","1993","Kilowatt-hours, million","1700",""
"Azerbaijan","Electricity - Consumption by households","1992","Kilowatt-hours, million","1748",""
"Bahamas","Electricity - Consumption by households","2014","Kilowatt-hours, million","794",""
"Bahamas","Electricity - Consumption by households","2013","Kilowatt-hours, million","665",""
"Bahamas","Electricity - Consumption by households","2012","Kilowatt-hours, million","535",""
"Bahamas","Electricity - Consumption by households","2011","Kilowatt-hours, million","536",""
"Bahamas","Electricity - Consumption by households","2010","Kilowatt-hours, million","551.5",""
"Bahamas","Electricity - Consumption by households","2009","Kilowatt-hours, million","788",""
"Bahamas","Electricity - Consumption by households","2008","Kilowatt-hours, million","847",""
"Bahamas","Electricity - Consumption by households","2007","Kilowatt-hours, million","852",""
"Bahamas","Electricity - Consumption by households","2006","Kilowatt-hours, million","817",""
"Bahamas","Electricity - Consumption by households","2005","Kilowatt-hours, million","886",""
"Bahamas","Electricity - Consumption by households","2004","Kilowatt-hours, million","779",""
"Bahamas","Electricity - Consumption by households","2003","Kilowatt-hours, million","786",""
"Bahamas","Electricity - Consumption by households","2002","Kilowatt-hours, million","726",""
"Bahamas","Electricity - Consumption by households","2001","Kilowatt-hours, million","714",""
"Bahamas","Electricity - Consumption by households","2000","Kilowatt-hours, million","665",""
"Bahamas","Electricity - Consumption by households","1999","Kilowatt-hours, million","624",""
"Bahamas","Electricity - Consumption by households","1998","Kilowatt-hours, million","522",""
